Postal Code,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Day,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables
77036,863.128,8,0.3,-160.2952,2016,11,5,0,0,0,1,1,0,0,0,0,0,1
77036,956.6648,7,0.32,-225.0976,2016,11,5,0,0,0,1,1,0,0,1,0,0,0
98115,871.4,4,0.0,148.138,2017,6,25,0,0,1,0,1,0,0,0,0,0,1
38301,692.472,11,0.2,190.4298,2015,11,26,0,0,0,1,0,1,0,0,0,1,0
21215,207.76,4,0.0,85.1816,2016,11,24,0,0,1,0,0,1,0,0,0,1,0
8701,9.96,2,0.0,3.2868,2016,4,16,0,0,0,1,0,1,0,0,0,1,0
10011,69.264,2,0.1,14.6224,2014,11,14,0,0,0,1,0,0,1,0,1,0,0
77642,246.1328,2,0.32,-76.0116,2015,11,21,0,0,1,0,0,1,0,1,0,0,0
90004,896.328,9,0.2,22.4082,2017,12,9,0,0,1,0,0,0,1,0,0,0,1
97756,177.225,5,0.5,-120.513,2017,10,22,0,0,0,1,0,1,0,0,0,0,1
95610,129.39,3,0.0,54.3438,2017,7,3,0,0,0,1,1,0,0,0,0,1,0
32303,2.784,2,0.2,0.4176,2017,8,23,0,0,1,0,1,0,0,0,0,1,0
98105,63.92,4,0.0,3.196,2014,10,26,0,0,1,0,1,0,0,0,0,1,0
90045,573.728,4,0.2,-64.5444,2014,11,4,0,0,0,1,1,0,0,0,0,0,1
23223,82.38,6,0.0,25.5378,2017,12,7,0,0,0,1,1,0,0,0,0,1,0
86442,14.368,2,0.2,3.9512,2015,12,20,0,0,0,1,1,0,0,0,0,1,0
10801,631.782,2,0.1,140.396,2016,9,18,0,0,0,1,1,0,0,0,1,0,0
10801,60.72,3,0.0,26.1096,2016,9,18,0,0,0,1,1,0,0,0,0,1,0
60505,77.72,1,0.6,-66.062,2017,12,11,0,1,0,0,1,0,0,0,0,1,0
60505,520.464,2,0.3,-14.8704,2017,12,11,0,1,0,0,1,0,0,0,1,0,0
91776,303.25,5,0.0,63.6825,2014,4,25,0,0,0,1,0,0,1,0,0,1,0
91776,1487.04,5,0.2,148.704,2014,4,25,0,0,0,1,0,0,1,0,1,0,0
94110,253.176,3,0.2,-31.647,2015,10,25,0,0,0,1,1,0,0,0,0,0,1
60035,384.944,4,0.3,-126.4816,2015,7,20,0,0,0,1,1,0,0,1,0,0,0
60035,913.43,5,0.3,-52.196,2015,7,20,0,0,0,1,1,0,0,1,0,0,0
10035,183.968,2,0.2,-25.2956,2017,11,20,1,0,0,0,1,0,0,1,0,0,0
19120,172.186,2,0.3,-46.7362,2014,7,7,0,0,0,1,1,0,0,0,1,0,0
19120,69.008,2,0.2,12.0764,2014,7,7,0,0,0,1,1,0,0,0,0,1,0
21044,971.5,5,0.0,252.59,2016,3,17,0,1,0,0,1,0,0,0,0,1,0
45011,190.848,3,0.2,-21.4704,2014,12,20,0,0,0,1,1,0,0,0,0,1,0
30328,302.94,3,0.0,75.735,2017,5,18,1,0,0,0,0,1,0,1,0,0,0
42420,24.1,5,0.0,9.158,2016,11,3,0,0,1,0,1,0,0,0,0,1,0
42420,842.94,3,0.0,160.1586,2016,11,3,0,0,1,0,1,0,0,0,0,0,1
90032,12.56,2,0.0,4.0192,2015,6,19,0,0,0,1,1,0,0,0,0,1,0
94109,25.4,5,0.0,8.636,2016,7,4,1,0,0,0,1,0,0,0,0,1,0
94109,1279.165,5,0.15,225.735,2016,7,4,1,0,0,0,1,0,0,1,0,0,0
94110,129.568,2,0.2,-12.9568,2015,9,3,0,0,0,1,0,0,1,0,1,0,0
80013,32.776,1,0.2,3.2776,2017,9,28,1,0,0,0,0,0,1,0,0,1,0
10035,321.568,2,0.2,-16.0784,2017,11,24,0,0,0,1,1,0,0,1,0,0,0
19140,128.058,3,0.3,-23.7822,2017,5,8,0,0,0,1,0,1,0,0,1,0,0
44060,63.686,1,0.3,-15.4666,2017,9,29,0,1,0,0,0,0,1,0,1,0,0
44060,344.22,2,0.4,-189.321,2017,9,29,0,1,0,0,0,0,1,0,0,0,1
44060,21.248,4,0.2,7.4368,2017,9,29,0,1,0,0,0,0,1,0,0,1,0
73505,248.98,2,0.0,54.7756,2017,10,22,0,1,0,0,1,0,0,0,0,0,1
90032,418.296,3,0.2,5.2287,2017,8,14,0,0,0,1,1,0,0,0,0,0,1
43229,8.128,2,0.2,1.4224,2014,12,1,0,0,1,0,1,0,0,0,0,1,0
43229,909.72,6,0.3,-51.984,2014,12,1,0,0,1,0,1,0,0,0,1,0,0
90032,917.9235,9,0.15,75.5937,2017,6,18,0,0,0,1,1,0,0,1,0,0,0
90045,23.99,1,0.0,5.5177,2014,12,24,0,0,0,1,0,0,1,0,0,1,0
90036,171.288,3,0.2,-6.4233,2017,5,23,0,0,0,1,1,0,0,0,0,0,1
65807,37.3,2,0.0,17.158,2016,11,10,0,0,0,1,0,1,0,0,0,1,0
23666,290.98,1,0.0,75.6548,2016,10,27,0,0,1,0,1,0,0,0,1,0,0
47374,20.32,4,0.0,6.9088,2014,2,20,0,0,0,1,0,1,0,0,0,1,0
10024,89.34,6,0.0,24.1218,2014,11,2,0,0,0,1,1,0,0,0,0,1,0
13440,39.08,4,0.0,14.4596,2017,7,17,0,0,0,1,0,0,1,0,0,1,0
10009,408.006,2,0.1,72.5344,2016,11,14,1,0,0,0,1,0,0,0,1,0,0
95336,122.352,3,0.2,13.7646,2014,10,10,0,1,0,0,0,0,1,0,1,0,0
98115,15.84,3,0.0,4.9104,2017,7,8,0,0,0,1,0,0,1,0,0,1,0
2908,493.92,7,0.3,-28.224,2015,2,27,0,0,0,1,0,1,0,0,0,0,1
60610,383.607,9,0.3,-5.4801,2015,7,12,0,0,1,0,1,0,0,0,1,0,0
60610,7.76,1,0.6,-2.134,2015,7,12,0,0,1,0,1,0,0,0,0,1,0
90049,351.216,3,0.2,4.3902,2014,7,13,0,0,0,1,0,1,0,0,0,0,1
94122,230.28,3,0.2,23.028,2014,12,27,0,0,0,1,1,0,0,0,1,0,0
78207,127.869,3,0.3,-9.1335,2014,5,5,1,0,0,0,1,0,0,0,1,0,0
90049,36.4,5,0.0,13.832,2015,12,4,0,0,1,0,0,1,0,0,0,1,0
33023,419.136,4,0.2,-57.6312,2017,9,26,0,0,0,1,0,0,1,0,1,0,0
95123,76.14,3,0.0,26.649,2014,4,19,0,0,1,0,0,0,1,0,0,1,0
49201,33.48,4,0.0,8.7048,2016,12,12,0,0,0,1,0,0,1,0,0,1,0
19140,25.632,3,0.2,3.8448,2016,9,19,1,0,0,0,0,0,1,0,0,1,0
94526,25.02,3,0.0,10.5084,2017,11,2,0,0,1,0,0,0,1,0,0,1,0
90004,146.352,3,0.2,-5.4882,2016,12,26,0,0,0,1,0,1,0,0,1,0,0
90004,902.712,3,0.2,33.8517,2016,12,26,0,0,0,1,0,1,0,0,0,0,1
21215,150.98,1,0.0,43.7842,2015,7,16,0,0,0,1,0,0,1,0,1,0,0
92054,47.12,8,0.0,20.7328,2017,11,9,0,0,0,1,1,0,0,0,0,1,0
2149,542.94,3,0.0,141.1644,2015,9,21,0,0,0,1,0,0,1,0,1,0,0
38401,14.136,3,0.2,4.2408,2017,9,9,0,0,0,1,1,0,0,0,0,1,0
48858,17.14,2,0.0,6.1704,2015,10,15,0,1,0,0,1,0,0,0,0,1,0
94122,123.96,3,0.0,11.1564,2017,8,3,0,0,1,0,1,0,0,0,0,1,0
94122,586.398,6,0.15,34.494,2015,8,21,0,0,0,1,0,1,0,1,0,0,0
80525,579.136,4,0.2,-28.9568,2017,10,22,0,0,1,0,1,0,0,0,1,0,0
10011,145.764,2,0.1,-8.098,2016,8,12,0,0,0,1,0,0,1,0,1,0,0
10009,434.646,3,0.1,62.7822,2016,4,26,0,0,0,1,0,0,1,0,1,0,0
19140,844.116,6,0.3,-36.1764,2015,5,3,0,0,0,1,1,0,0,0,1,0,0
98115,79.92,4,0.0,34.3656,2016,1,10,0,0,0,1,0,1,0,0,0,1,0
76106,623.4648,7,0.32,-119.1918,2017,5,6,0,0,0,1,0,1,0,1,0,0,0
48205,272.94,3,0.0,30.0234,2016,7,31,0,0,0,1,1,0,0,0,0,1,0
19120,15.008,2,0.2,1.5008,2017,3,27,0,0,1,0,1,0,0,0,0,1,0
19120,241.92,4,0.4,-56.448,2016,8,29,0,0,0,1,0,1,0,0,0,0,1
19120,163.88,4,0.5,-81.94,2016,8,29,0,0,0,1,0,1,0,1,0,0,0
85705,51.968,2,0.2,10.3936,2014,12,20,1,0,0,0,1,0,0,0,0,1,0
85705,242.352,3,0.2,-42.4116,2014,12,20,1,0,0,0,1,0,0,0,1,0,0
48205,302.94,3,0.0,48.4704,2015,12,17,0,1,0,0,1,0,0,0,1,0,0
48205,142.36,2,0.0,38.4372,2015,12,17,0,1,0,0,1,0,0,0,1,0,0
48205,546.66,9,0.0,136.665,2015,12,17,0,1,0,0,1,0,0,0,1,0,0
48205,212.13,3,0.0,14.8491,2015,12,17,0,1,0,0,1,0,0,0,0,1,0
78745,7.996,1,0.6,-6.9965,2017,5,11,0,0,0,1,0,0,1,0,0,1,0
6708,173.24,4,0.0,17.324,2016,5,17,1,0,0,0,1,0,0,0,0,1,0
77340,56.568,2,0.6,-74.9526,2014,12,16,0,0,0,1,1,0,0,0,0,1,0
98115,521.96,2,0.0,88.7332,2017,12,3,0,0,1,0,0,0,1,0,0,0,1
60505,268.935,3,0.5,-209.7693,2014,6,7,0,0,1,0,1,0,0,0,0,0,1
10009,275.952,3,0.2,-37.9434,2014,11,25,0,0,1,0,0,0,1,1,0,0,0
92105,19.92,3,0.0,9.5616,2015,3,29,0,0,1,0,1,0,0,0,0,1,0
10035,658.746,3,0.1,146.388,2016,4,7,0,0,0,1,0,1,0,0,1,0,0
90805,35.544,1,0.2,-0.8886,2015,2,18,0,0,0,1,1,0,0,0,0,0,1
94110,35.28,3,0.0,11.9952,2016,3,3,0,1,0,0,0,1,0,0,0,1,0
38301,209.568,2,0.2,-23.5764,2017,11,20,0,0,0,1,1,0,0,0,1,0,0
60610,6.464,1,0.6,-4.04,2017,11,23,0,0,0,1,1,0,0,0,0,1,0
14215,63.882,1,0.1,10.647,2014,7,8,1,0,0,0,1,0,0,0,1,0,0
77070,683.144,4,0.3,0.0,2014,11,7,0,0,0,1,1,0,0,0,1,0,0
80906,69.576,4,0.7,-143.7904,2015,12,11,0,0,0,1,1,0,0,1,0,0,0
80906,52.416,9,0.2,15.0696,2015,12,11,0,0,0,1,1,0,0,0,0,1,0
80906,54.92,5,0.2,10.984,2015,12,11,0,0,0,1,1,0,0,0,0,1,0
80906,364.95,5,0.5,-248.166,2015,12,11,0,0,0,1,1,0,0,0,0,0,1
90036,43.13,1,0.0,18.1146,2015,3,16,0,0,0,1,0,1,0,0,0,1,0
32216,30.192,3,0.2,8.3028,2016,5,14,0,0,0,1,0,1,0,0,0,1,0
19140,91.008,9,0.2,19.3392,2017,7,13,0,0,1,0,1,0,0,0,0,1,0
19134,380.058,3,0.3,-21.7176,2016,11,14,0,0,1,0,1,0,0,0,1,0,0
19134,48.576,3,0.2,9.7152,2016,11,14,0,0,1,0,1,0,0,0,0,1,0
43229,127.554,3,0.3,-9.111,2016,11,21,0,0,0,1,1,0,0,0,1,0,0
43229,77.952,3,0.2,15.5904,2016,11,21,0,0,0,1,1,0,0,0,0,1,0
42420,27.58,2,0.0,11.5836,2017,11,20,0,0,0,1,0,0,1,0,0,1,0
99301,975.92,5,0.2,121.99,2014,9,8,0,0,0,1,1,0,0,0,1,0,0
94601,12.54,3,0.0,4.5144,2014,12,12,0,0,1,0,1,0,0,0,0,1,0
94601,9.24,3,0.0,4.4352,2014,12,12,0,0,1,0,1,0,0,0,0,1,0
90004,77.6,4,0.0,38.024,2015,1,13,0,0,0,1,1,0,0,0,0,1,0
90004,464.85,9,0.0,92.97,2015,1,13,0,0,0,1,1,0,0,0,0,1,0
98103,2404.704,6,0.2,150.294,2017,11,13,0,0,0,1,1,0,0,0,1,0,0
42420,975.92,4,0.0,292.776,2017,11,2,0,0,1,0,0,1,0,0,1,0,0
30062,182.67,3,0.0,52.9743,2016,11,28,0,0,1,0,0,1,0,0,1,0,0
44134,183.372,2,0.3,-7.8588,2014,10,15,1,0,0,0,1,0,0,0,1,0,0
77070,674.058,3,0.3,-19.2588,2014,12,1,0,0,1,0,0,1,0,0,1,0,0
77573,254.058,3,0.3,-32.6646,2017,10,9,0,0,1,0,1,0,0,0,1,0,0
20877,173.94,3,0.0,38.2668,2016,1,2,0,0,0,1,0,1,0,1,0,0,0
60623,91.275,1,0.5,-67.5435,2017,10,19,0,0,0,1,1,0,0,0,0,0,1
6824,897.15,3,0.0,251.202,2017,12,1,0,0,0,1,0,0,1,0,1,0,0
94109,333.999,3,0.15,3.9294,2014,1,13,0,0,0,1,1,0,0,1,0,0,0
19805,1268.82,9,0.0,266.4522,2015,2,6,0,0,0,1,1,0,0,0,1,0,0
19805,283.92,4,0.0,82.3368,2015,2,6,0,0,0,1,1,0,0,1,0,0,0
90045,18.84,3,0.0,6.0288,2017,11,27,0,0,0,1,1,0,0,0,0,1,0
89031,37.4,2,0.0,14.212,2014,6,9,0,0,1,0,0,1,0,0,0,1,0
98103,48.712,1,0.2,5.4801,2014,3,7,1,0,0,0,1,0,0,0,1,0,0
2908,110.98,1,0.0,15.5372,2015,8,2,0,0,1,0,0,0,1,0,1,0,0
32216,207.984,2,0.2,-28.5978,2016,11,6,1,0,0,0,0,1,0,0,1,0,0
32216,35.568,2,0.2,5.7798,2016,11,6,1,0,0,0,0,1,0,0,0,1,0
80906,1325.76,6,0.2,149.148,2016,4,24,0,0,0,1,0,0,1,0,1,0,0
38109,20.32,5,0.2,3.556,2015,12,18,0,0,0,1,0,1,0,0,0,1,0
85023,209.979,7,0.7,-356.9643,2017,5,11,1,0,0,0,0,1,0,1,0,0,0
43615,35.168,7,0.2,9.6712,2014,11,24,0,0,0,1,1,0,0,0,0,1,0
90008,10.11,3,0.0,3.2352,2014,11,15,1,0,0,0,1,0,0,0,0,1,0
92037,39.92,4,0.0,11.1776,2016,12,18,0,0,0,1,1,0,0,0,0,1,0
73120,302.67,3,0.0,72.6408,2017,7,29,0,0,0,1,1,0,0,0,1,0,0
8360,212.94,3,0.0,25.5528,2016,12,26,0,0,0,1,0,1,0,0,1,0,0
53209,687.4,5,0.0,48.118,2015,8,9,0,0,1,0,0,0,1,1,0,0,0
98115,653.55,3,0.0,111.1035,2014,4,6,0,0,0,1,0,1,0,0,0,0,1
19805,199.836,4,0.3,-37.1124,2015,7,11,1,0,0,0,0,1,0,0,0,0,1
90036,467.46,9,0.0,191.6586,2016,11,10,0,0,1,0,1,0,0,0,0,1,0
75217,1352.3976,9,0.32,-437.5404,2015,1,3,0,0,1,0,1,0,0,1,0,0,0
55407,123.96,3,0.0,11.1564,2015,5,8,0,0,0,1,1,0,0,0,0,1,0
27217,1781.682,7,0.4,-653.2834,2017,11,30,0,0,0,1,1,0,0,0,0,0,1
48183,53.88,6,0.0,22.6296,2014,8,8,0,0,0,1,0,0,1,0,0,1,0
77070,744.1,5,0.3,-95.67,2014,4,20,0,0,1,0,1,0,0,0,0,0,1
77070,401.59,2,0.3,-131.951,2014,4,20,0,0,1,0,1,0,0,0,0,0,1
94122,359.499,3,0.15,-29.6058,2017,11,25,0,0,0,1,1,0,0,1,0,0,0
60610,214.95,5,0.5,-120.372,2014,12,6,0,0,0,1,1,0,0,0,0,0,1
60610,10.776,3,0.6,-4.8492,2014,12,6,0,0,0,1,1,0,0,0,0,1,0
32725,186.304,4,0.2,13.9728,2014,12,14,0,0,0,1,1,0,0,0,1,0,0
60610,17.496,9,0.6,-7.4358,2015,11,13,0,1,0,0,1,0,0,0,0,1,0
10009,464.292,9,0.4,-108.3348,2014,9,14,0,1,0,0,1,0,0,0,0,0,1
92804,101.12,8,0.0,37.4144,2017,12,29,0,0,0,1,0,1,0,0,0,1,0
73120,30.36,4,0.0,13.0548,2016,11,13,0,0,0,1,0,1,0,0,0,1,0
10009,1317.492,6,0.1,292.776,2016,4,1,0,0,0,1,1,0,0,0,1,0,0
90045,86.26,2,0.0,29.3284,2017,2,2,0,0,0,1,1,0,0,0,0,1,0
85224,8.544,4,0.2,1.9224,2017,12,24,0,0,0,1,0,0,1,0,0,1,0
85224,842.376,3,0.2,105.297,2017,12,24,0,0,0,1,0,0,1,0,1,0,0
63122,212.94,3,0.0,34.0704,2015,8,7,1,0,0,0,1,0,0,0,0,1,0
60653,569.058,3,0.3,-178.8468,2017,6,30,0,0,1,0,0,0,1,0,1,0,0
60653,14.224,2,0.6,-10.3124,2017,6,30,0,0,1,0,0,0,1,0,0,1,0
98103,1367.84,8,0.0,259.8896,2014,7,30,0,0,0,1,0,1,0,1,0,0,0
48180,301.96,2,0.0,33.2156,2016,11,18,0,0,1,0,1,0,0,0,1,0,0
91104,170.352,3,0.2,-17.0352,2015,7,6,0,0,0,1,1,0,0,0,1,0,0
48640,563.94,3,0.0,112.788,2014,11,10,0,0,0,1,1,0,0,0,1,0,0
76706,328.3992,3,0.32,-91.7586,2017,10,19,0,0,0,1,1,0,0,1,0,0,0
90036,37.68,2,0.0,15.8256,2015,4,13,0,0,0,1,0,1,0,0,0,1,0
47201,1516.2,7,0.0,394.212,2015,9,13,0,0,0,1,1,0,0,0,1,0,0
29203,397.6,5,0.0,43.736,2014,11,28,0,0,1,0,0,1,0,0,0,1,0
94601,104.23,7,0.0,28.1421,2015,8,15,0,0,0,1,1,0,0,0,0,1,0
48205,498.26,7,0.0,134.5302,2017,9,1,0,1,0,0,1,0,0,0,1,0,0
48234,212.94,3,0.0,57.4938,2014,6,14,0,0,0,1,0,0,1,1,0,0,0
10011,353.568,2,0.2,-44.196,2016,6,21,0,0,0,1,1,0,0,1,0,0,0
93727,697.16,5,0.2,8.7145,2017,3,19,0,0,1,0,1,0,0,0,0,0,1
93727,30.93,1,0.0,12.6813,2017,3,19,0,0,1,0,1,0,0,0,0,1,0
71854,605.34,6,0.0,145.2816,2014,10,18,0,0,0,1,0,1,0,0,1,0,0
94110,210.008,1,0.2,2.6251,2017,8,22,1,0,0,0,1,0,0,0,0,0,1
21044,164.22,3,0.0,50.9082,2014,9,20,0,0,0,1,1,0,0,0,0,1,0
21044,362.94,3,0.0,36.294,2014,9,20,0,0,0,1,1,0,0,1,0,0,0
90032,136.464,2,0.2,15.3522,2016,8,2,0,0,1,0,0,1,0,0,0,0,1
18018,99.372,2,0.3,-7.098,2015,3,5,0,0,1,0,0,1,0,0,1,0,0
18018,33.568,2,0.2,-5.4548,2015,3,5,0,0,1,0,0,1,0,0,0,1,0
77036,200.795,1,0.3,-22.948,2014,9,7,1,0,0,0,0,0,1,0,0,0,1
94110,32.36,4,0.0,11.6496,2017,9,11,0,1,0,0,1,0,0,0,0,1,0
90008,27.92,4,0.0,8.0968,2017,1,16,0,1,0,0,0,1,0,0,0,1,0
90008,399.672,7,0.2,-14.9877,2017,1,16,0,1,0,0,0,1,0,0,0,0,1
5408,715.2,3,0.0,178.8,2015,11,7,0,0,1,0,1,0,0,0,1,0,0
79762,340.116,6,0.3,-9.7176,2014,9,13,0,0,0,1,0,0,1,0,1,0,0
55901,6.16,2,0.0,2.9568,2015,9,5,0,0,0,1,0,1,0,0,0,1,0
80027,89.991,3,0.7,-152.9847,2017,5,5,1,0,0,0,1,0,0,1,0,0,0
77036,966.7,5,0.3,-13.81,2014,9,8,0,0,0,1,1,0,0,0,1,0,0
44256,51.588,1,0.4,-15.4764,2015,12,26,0,0,0,1,1,0,0,0,0,0,1
10701,14.89,1,0.0,4.0203,2017,7,27,0,0,0,1,1,0,0,0,0,1,0
22153,2275.5,10,0.0,386.835,2016,5,30,0,0,0,1,0,1,0,0,0,0,1
62521,37.296,2,0.3,-1.0656,2014,11,16,0,0,0,1,1,0,0,0,1,0,0
75043,8.544,2,0.6,-7.476,2014,9,21,1,0,0,0,0,0,1,0,0,1,0
11572,68.95,5,0.0,28.959,2016,2,21,0,0,0,1,0,1,0,0,0,1,0
77095,191.058,3,0.3,-46.3998,2017,11,19,1,0,0,0,1,0,0,0,1,0,0
94110,64.96,2,0.0,21.4368,2017,4,30,0,0,0,1,0,1,0,0,0,1,0
27405,187.056,9,0.2,11.691,2016,5,2,0,0,0,1,1,0,0,0,1,0,0
37918,11.808,2,0.2,1.3284,2017,10,2,1,0,0,0,0,0,1,0,0,1,0
37918,9.656,1,0.2,1.5691,2017,10,2,1,0,0,0,0,0,1,0,0,1,0
37918,2314.116,7,0.4,-1002.7836,2017,10,2,1,0,0,0,0,0,1,0,0,0,1
37918,19.76,2,0.2,5.928,2017,10,2,1,0,0,0,0,0,1,0,0,1,0
90712,25.08,6,0.0,9.0288,2015,12,4,0,0,0,1,1,0,0,0,0,1,0
10011,63.94,1,0.0,24.9366,2016,9,4,0,0,0,1,1,0,0,0,0,1,0
19711,10.68,4,0.0,4.0584,2014,8,26,0,0,0,1,1,0,0,0,0,1,0
90004,279.456,6,0.2,20.9592,2014,5,13,0,0,0,1,0,1,0,0,1,0,0
28314,198.272,8,0.2,-32.2192,2017,4,14,0,0,0,1,0,1,0,1,0,0,0
67212,70.56,6,0.0,23.9904,2016,12,29,0,0,0,1,1,0,0,0,0,1,0
48237,273.96,2,0.0,71.2296,2017,4,8,0,0,0,1,0,1,0,0,0,1,0
48237,306.9,3,0.0,79.794,2017,4,8,0,0,0,1,0,1,0,0,0,1,0
77041,347.361,7,0.3,-69.4722,2015,10,24,0,0,0,1,0,1,0,0,0,0,1
19805,1025.88,6,0.0,235.9524,2014,11,19,0,0,0,1,0,1,0,1,0,0,0
94110,63.2,5,0.0,23.384,2016,9,24,0,1,0,0,0,1,0,0,0,1,0
90004,556.665,5,0.15,6.549,2016,4,9,0,0,0,1,1,0,0,1,0,0,0
90045,111.9,6,0.0,51.474,2016,12,3,1,0,0,0,1,0,0,0,0,1,0
90036,599.165,5,0.15,35.245,2016,6,14,0,1,0,0,0,0,1,1,0,0,0
33710,31.984,2,0.2,1.999,2014,9,5,1,0,0,0,1,0,0,0,0,1,0
32137,19.52,2,0.2,5.368,2014,7,5,1,0,0,0,0,1,0,0,0,1,0
32137,213.216,3,0.2,15.9912,2014,7,5,1,0,0,0,0,1,0,0,0,1,0
66062,40.56,2,0.0,12.9792,2014,9,12,0,0,0,1,0,0,1,0,0,1,0
98026,68.46,2,0.0,20.538,2017,12,29,0,0,0,1,1,0,0,0,0,1,0
94122,1478.272,8,0.2,92.392,2017,9,4,0,0,1,0,1,0,0,0,0,0,1
90032,9.24,3,0.0,4.4352,2017,9,28,0,0,0,1,1,0,0,0,0,1,0
85254,181.47,5,0.7,-320.597,2014,1,19,1,0,0,0,1,0,0,1,0,0,0
94109,122.352,3,0.2,13.7646,2016,6,9,0,0,0,1,1,0,0,0,1,0,0
92105,585.552,3,0.2,73.194,2014,9,26,1,0,0,0,0,0,1,0,1,0,0
80134,13.36,5,0.2,4.008,2017,12,19,0,0,0,1,1,0,0,0,0,1,0
80134,102.018,7,0.7,-183.6324,2017,12,19,0,0,0,1,1,0,0,1,0,0,0
33142,419.136,4,0.2,-68.1096,2017,1,30,0,0,0,1,1,0,0,0,1,0,0
32216,218.352,3,0.2,-19.1058,2017,4,1,0,0,1,0,0,1,0,0,1,0,0
94122,411.332,4,0.15,-4.8392,2014,11,28,0,1,0,0,0,0,1,1,0,0,0
10024,664.146,6,0.1,88.5528,2017,7,15,0,0,1,0,1,0,0,0,1,0,0
19140,3.312,1,0.2,0.6624,2017,11,2,0,0,0,1,0,1,0,0,0,1,0
94122,145.9,5,0.0,62.737,2015,10,8,0,0,0,1,1,0,0,0,0,1,0
19134,239.96,10,0.3,-10.284,2017,12,4,0,0,0,1,0,1,0,0,1,0,0
19134,54.768,2,0.2,6.846,2017,12,4,0,0,0,1,0,1,0,0,0,1,0
60653,181.986,2,0.3,-54.5958,2017,5,22,0,0,0,1,1,0,0,0,1,0,0
85705,455.97,6,0.5,-218.8656,2016,12,19,0,0,0,1,0,1,0,0,0,0,1
84020,25.16,2,0.0,10.5672,2017,9,7,1,0,0,0,1,0,0,0,0,1,0
77036,67.9932,1,0.32,-12.9987,2014,11,12,0,0,0,1,0,1,0,1,0,0,0
36116,10.16,2,0.0,3.4544,2017,10,2,0,0,1,0,0,1,0,0,0,1,0
39212,6.16,2,0.0,1.9712,2015,12,14,0,0,0,1,0,1,0,0,0,1,0
60610,89.768,1,0.3,-2.5648,2017,3,13,0,1,0,0,0,0,1,0,1,0,0
91104,383.64,6,0.0,122.7648,2016,12,12,0,0,0,1,1,0,0,0,0,1,0
90004,243.92,5,0.2,-15.245,2017,9,9,0,0,1,0,1,0,0,0,1,0,0
20735,19.98,1,0.0,8.5914,2017,10,4,0,0,0,1,0,0,1,0,0,1,0
92037,6.16,2,0.0,1.9712,2014,12,15,0,0,1,0,1,0,0,0,0,1,0
8701,245.98,2,0.0,27.0578,2014,10,13,0,0,1,0,0,1,0,0,1,0,0
27405,17.088,2,0.2,1.068,2016,9,20,0,0,0,1,0,1,0,0,0,1,0
27405,98.392,1,0.2,-11.0691,2016,9,20,0,0,0,1,0,1,0,0,1,0,0
38109,19.52,2,0.2,5.368,2017,6,30,0,0,0,1,0,1,0,0,0,1,0
54601,201.96,2,0.0,50.49,2016,9,25,0,0,0,1,0,1,0,0,1,0,0
54601,68.64,11,0.0,17.16,2016,9,25,0,0,0,1,0,1,0,0,0,1,0
98115,6.16,2,0.0,2.9568,2014,9,29,0,0,1,0,0,0,1,0,0,1,0
98115,2348.82,9,0.0,399.2994,2014,9,29,0,0,1,0,0,0,1,0,0,0,1
33180,273.552,3,0.2,-13.6776,2017,6,26,0,0,0,1,0,1,0,0,1,0,0
19143,815.292,9,0.4,-339.705,2016,8,21,0,0,1,0,0,0,1,0,0,0,1
23320,1256.22,6,0.0,75.3732,2014,2,11,0,0,0,1,1,0,0,0,0,0,1
48126,60.84,3,0.0,23.1192,2017,3,26,0,0,0,1,0,1,0,0,0,1,0
92024,1325.76,6,0.2,149.148,2014,12,21,0,0,0,1,1,0,0,0,1,0,0
92024,572.16,3,0.2,35.76,2014,12,21,0,0,0,1,1,0,0,0,1,0,0
31907,7.04,4,0.0,3.0976,2016,4,1,0,0,1,0,0,0,1,0,0,1,0
7960,74.45,5,0.0,20.1015,2017,4,14,0,0,0,1,0,1,0,0,0,1,0
22304,192.22,14,0.0,69.1992,2015,1,4,0,0,0,1,0,1,0,0,0,1,0
92307,1194.165,5,0.15,210.735,2017,7,17,0,0,1,0,0,1,0,1,0,0,0
97301,377.45,5,0.5,-264.215,2016,12,18,1,0,0,0,0,0,1,0,0,0,1
80013,21.44,2,0.2,7.504,2016,9,24,0,0,0,1,0,0,1,0,0,1,0
83201,355.36,4,0.0,92.3936,2015,6,9,0,0,1,0,1,0,0,0,0,1,0
60610,38.976,3,0.6,-50.6688,2014,12,29,0,0,0,1,1,0,0,0,0,1,0
32712,129.888,6,0.2,12.9888,2014,7,28,0,1,0,0,1,0,0,0,0,1,0
77070,275.058,3,0.3,-90.3762,2015,12,26,0,0,0,1,0,0,1,0,1,0,0
21215,542.94,3,0.0,141.1644,2015,12,10,0,0,0,1,0,1,0,0,1,0,0
94109,71.088,2,0.2,-1.7772,2016,5,5,0,0,1,0,1,0,0,0,0,0,1
43302,136.53,1,0.4,-52.3365,2014,12,14,0,0,0,1,1,0,0,0,0,0,1
10024,79.44,3,0.0,30.1872,2015,5,8,0,0,0,1,1,0,0,0,0,1,0
